title,imageSource,description,tagString
NEWSIMS,images/portfolio/newsims.png,"In light of ‘Fake News’, the hottest term of 2018, we designed NEWSIMS as a twist to the classic business simulator: you’re not just running for a great media, you’re in it for the money. What will you do with all this power in your hand? (NDM Winter 2018 Submission)",game-development pixel-art
